pk,jsondata,relation,certain,target_word_pk,source_word_pk
10641,,immediate,t,37391,67038
10642,,immediate,t,37067,67039
10643,,immediate,t,37061,74850
10644,,immediate,t,37413,67040
10645,,immediate,t,38076,67041
10646,,immediate,t,37383,67042
10647,,immediate,t,37065,67043
10648,,immediate,t,37362,67044
10649,,immediate,t,37088,67045
10650,,immediate,t,37213,67046
10651,,immediate,t,37622,67047
10652,,immediate,t,38104,67048
10653,,immediate,t,38822,67049
10654,,immediate,t,38241,67050
10655,,immediate,t,37144,67051
10656,,immediate,t,38763,67052
10657,,immediate,t,38084,67053
10658,,immediate,f,39051,67054
10659,,immediate,f,39051,67055
10660,,immediate,t,39035,67056
10661,,immediate,f,38779,67057
10662,,immediate,f,38779,67058
10663,,immediate,t,37581,67059
10664,,immediate,t,37567,67060
10665,,immediate,t,38665,67061
10666,,immediate,t,38243,67062
10667,,immediate,t,37371,67063
10668,,immediate,t,37894,67064
10669,,immediate,t,38334,67065
10670,,immediate,t,38335,67066
10671,,immediate,t,38234,67067
10672,,immediate,t,38336,67068
10673,,immediate,t,38500,67069
10674,,immediate,t,38936,67070
10675,,immediate,t,38155,67071
10676,,immediate,t,37716,67072
10677,,immediate,t,38593,67073
10678,,immediate,t,38450,67074
10679,,immediate,t,38328,67075
10680,,immediate,t,37500,67076
10681,,immediate,t,39021,67077
10682,,immediate,t,37767,67078
10683,,immediate,t,37807,67079
10684,,immediate,t,37719,67080
10685,,immediate,t,37979,67081
10686,,immediate,t,38294,67082
10687,,immediate,t,38331,67083
10688,,immediate,t,38463,67084
10689,,immediate,t,38592,67085
10690,,immediate,t,37034,67086
10691,,immediate,t,38257,67087
10692,,immediate,t,37712,67088
10693,,immediate,t,37729,67089
10694,,immediate,t,37745,67090
10695,,immediate,t,38595,74851
10696,,immediate,t,38368,67091
10697,,immediate,t,37692,67092
10698,,immediate,t,38481,67093
10699,,immediate,t,38735,67094
10700,,immediate,t,38807,67095
10701,,immediate,t,37742,67096
10702,,immediate,t,37525,67097
10703,,immediate,t,38605,67098
10704,,immediate,t,38606,67099
10705,,immediate,t,38050,74852
10706,,immediate,t,38062,67100
10707,,immediate,t,38770,74853
10708,,immediate,t,38290,67101
10709,,immediate,t,37618,67102
10710,,immediate,t,38585,67103
10711,,immediate,t,38811,67104
10712,,immediate,t,38177,67105
10713,,immediate,t,39044,67106
10714,,immediate,t,38878,67107
10715,,immediate,t,37597,67108
10716,,immediate,t,38795,67109
10717,,immediate,t,38549,67110
10718,,immediate,t,38995,67111
10719,,immediate,f,39061,67112
10720,,immediate,f,39061,67113
10721,,immediate,t,37282,67114
10722,,immediate,t,37958,67115
10723,,immediate,t,38908,67116
10724,,immediate,t,37577,67117
10725,,immediate,t,37925,67118
10726,,immediate,t,37778,67119
10727,,immediate,t,38949,67120
10728,,immediate,t,37602,67121
10729,,immediate,t,37722,67122
10730,,immediate,t,37322,67123
10731,,immediate,t,37324,67124
10732,,immediate,t,37670,67125
10733,,immediate,f,38108,67126
10734,,immediate,f,38108,67127
10735,,immediate,t,37202,67128
10736,,immediate,t,37364,67129
10737,,immediate,t,37111,67130
10738,,immediate,t,37239,67131
10739,,immediate,t,37694,67132
10740,,immediate,f,38115,67133
10741,,immediate,f,38115,67134
10742,,immediate,f,38916,67135
10743,,immediate,f,38916,67136
10744,,immediate,t,37576,67137
10745,,immediate,t,37951,67138
10746,,immediate,t,37580,67139
10747,,immediate,t,38835,67140
10748,,immediate,t,37680,67141
10749,,immediate,t,37640,67142
10750,,immediate,t,37698,67143
10751,,immediate,t,38854,67144
10752,,immediate,t,37866,67145
10753,,immediate,t,37887,67146
10754,,immediate,t,37756,74854
10755,,immediate,t,38341,67147
10756,,immediate,t,37732,67148
10757,,immediate,t,38863,63155
10758,,immediate,t,39067,67149
10759,,immediate,t,37954,67150
10760,,immediate,t,38783,67151
10761,,immediate,t,38846,74855
10762,,immediate,t,38324,67152
10763,,immediate,t,38958,67153
10764,,immediate,t,38575,67154
10765,,immediate,t,39063,67155
10766,,immediate,t,37594,67156
10767,,immediate,t,37677,67157
10768,,immediate,f,38347,67158
10769,,immediate,f,38347,67159
10770,,immediate,t,38102,67160
10771,,immediate,t,37564,67161
10772,,immediate,t,37592,67162
10773,,immediate,t,38657,67163
10774,,immediate,t,37744,67164
10775,,immediate,t,37606,67165
10776,,immediate,t,38095,67166
10777,,immediate,t,38831,67167
10778,,immediate,t,37611,67168
10779,,immediate,t,38536,67169
10780,,immediate,t,37970,67170
10781,,immediate,t,37575,67171
10782,,immediate,f,38674,67172
10783,,immediate,f,38674,67173
10784,,immediate,t,38301,67174
10785,,immediate,t,38300,67175
10786,,immediate,t,38548,67176
10787,,immediate,f,38697,67177
10788,,immediate,f,38697,67178
10789,,immediate,t,38094,67166
10790,,immediate,t,38705,67179
10791,,immediate,t,37634,67180
10792,,immediate,t,38088,67181
10793,,immediate,t,38025,67182
10794,,immediate,t,38210,66594
10795,,immediate,t,38520,60697
10796,,immediate,t,37731,67183
10797,,immediate,t,38802,67184
10798,,immediate,t,38522,67185
10799,,immediate,t,37738,67186
10800,,immediate,t,37736,67187
10801,,immediate,t,38051,67188
10802,,immediate,t,37621,67189
10803,,immediate,t,38721,67190
10804,,immediate,t,38514,67191
10805,,immediate,t,37566,67192
10806,,immediate,t,37547,67193
10807,,immediate,t,37703,67194
10808,,immediate,t,39015,67195
10809,,immediate,t,37620,67196
10810,,immediate,t,38401,67197
10811,,immediate,t,37610,67198
10812,,immediate,t,38602,67199
10813,,immediate,t,38494,69567
10814,,immediate,t,37571,67200
10815,,immediate,t,38060,67201
10816,,immediate,t,37765,67202
10817,,immediate,t,38778,67203
10818,,immediate,t,37763,67204
10819,,immediate,t,37883,67205
10820,,immediate,t,38898,67206
10821,,immediate,t,37554,67207
10822,,immediate,t,37666,67208
10823,,immediate,t,37549,67209
10824,,immediate,t,38642,67210
10825,,immediate,t,38554,67211
10826,,immediate,t,37599,67212
10827,,immediate,t,37459,67213
10828,,immediate,t,38609,67214
10829,,immediate,t,38724,67215
10830,,immediate,t,38803,67216
10831,,immediate,t,38610,67217
10832,,immediate,t,37795,67218
10833,,immediate,t,37175,67219
10834,,immediate,t,37764,67220
10835,,immediate,t,37585,67221
10836,,immediate,t,37793,67222
10837,,immediate,t,38474,67223
10838,,immediate,t,37636,67224
10839,,immediate,t,38470,67225
10840,,immediate,t,38789,67226
10841,,immediate,t,38621,67227
10842,,immediate,t,38043,67228
10843,,immediate,t,37923,67229
10844,,immediate,t,38601,70027
10845,,immediate,f,39081,67230
10846,,immediate,f,39081,67231
10847,,immediate,t,39016,67232
10848,,immediate,t,37638,67233
10849,,immediate,t,38788,67234
10850,,immediate,t,38106,67235
10851,,immediate,t,38103,67236
10852,,immediate,t,38539,67237
10853,,immediate,t,37815,67238
10854,,immediate,t,38222,67239
10855,,immediate,f,37939,67240
10856,,immediate,f,37939,67241
10857,,immediate,t,38662,67242
10858,,immediate,t,37802,67243
10859,,immediate,f,37781,67244
10860,,immediate,f,37781,67245
10861,,immediate,t,38082,67246
10862,,immediate,t,37546,67247
10863,,immediate,t,38815,67248
10864,,immediate,t,37582,67249
10865,,immediate,t,37830,67250
10866,,immediate,t,37656,67251
10867,,immediate,t,37720,67252
10868,,immediate,t,38872,67253
10869,,immediate,t,38096,67254
10870,,immediate,t,36992,67255
10871,,immediate,t,37718,67256
10872,,immediate,t,38545,67257
10873,,immediate,t,39068,67258
10874,,immediate,t,38188,67259
10875,,immediate,t,38217,67260
10876,,immediate,t,38556,67261
10877,,immediate,t,37780,67262
10878,,immediate,t,37481,67263
10879,,immediate,f,38069,67264
10880,,immediate,f,38069,67265
10881,,immediate,t,38224,67266
10882,,immediate,t,38105,67267
10883,,immediate,f,38473,67268
10884,,immediate,f,38473,67269
10885,,immediate,f,38070,67270
10886,,immediate,f,38070,67271
10887,,immediate,f,37048,67272
10888,,immediate,f,37048,67273
10889,,immediate,t,38032,67274
10890,,immediate,t,38719,67275
10891,,immediate,t,38691,67276
10892,,immediate,t,37690,67277
10893,,immediate,t,38097,67278
10894,,immediate,t,38259,67279
10895,,immediate,t,38077,67280
10896,,immediate,t,37483,67281
10897,,immediate,t,37281,67282
10898,,immediate,t,37044,67283
10899,,immediate,t,37753,67284
10900,,immediate,t,37492,67285
10901,,immediate,t,38682,67286
10902,,immediate,t,37709,67287
10903,,immediate,t,38503,67288
10904,,immediate,t,38490,67289
10905,,immediate,t,38587,67290
10906,,immediate,t,37808,67291
10907,,immediate,t,37805,67292
10908,,immediate,t,37998,67293
10909,,immediate,t,38826,67294
10910,,immediate,t,37591,67295
10911,,immediate,t,38953,67296
10912,,immediate,f,37913,58470
10913,,immediate,f,37913,58471
10914,,immediate,t,37733,67297
10915,,immediate,t,38664,67298
10916,,immediate,f,37749,67299
10917,,immediate,f,37749,67300
10918,,immediate,t,38766,67301
10919,,immediate,t,38332,67302
10920,,immediate,t,38853,67303
10921,,immediate,t,38517,67304
10922,,immediate,t,38515,67305
10923,,immediate,t,37532,67306
10924,,immediate,t,37552,61469
10925,,immediate,t,38299,67307
10926,,immediate,f,38919,67308
10927,,immediate,f,38919,67309
10928,,immediate,t,38879,67310
10929,,immediate,t,37531,67311
10930,,immediate,t,37737,67312
10931,,immediate,f,37598,67313
10932,,immediate,f,37598,67314
10933,,immediate,f,37263,67315
10934,,immediate,f,37263,67316
10935,,immediate,t,37226,67317
10936,,immediate,t,38262,67318
10937,,immediate,t,38574,58473
10938,,immediate,t,38125,67319
10939,,immediate,t,37907,67320
10940,,immediate,t,37588,67321
10941,,immediate,t,37774,67322
10942,,immediate,t,37800,67323
10943,,immediate,t,37801,67324
10944,,immediate,t,37197,67325
10945,,immediate,t,37136,67326
10946,,immediate,t,37052,67327
10947,,immediate,t,38228,67328
10948,,immediate,t,38842,67329
10949,,immediate,t,37176,67330
10950,,immediate,t,38929,67331
10951,,immediate,t,37545,67332
10952,,immediate,t,37167,67333
10953,,immediate,t,37006,67334
10954,,immediate,t,37103,67335
10955,,immediate,t,37372,67336
10956,,immediate,t,37916,67337
10957,,immediate,t,37032,67338
10958,,immediate,t,37418,67339
10959,,immediate,t,37043,67340
10960,,immediate,t,37012,67341
10961,,immediate,t,37966,67342
10962,,immediate,t,37987,67343
10963,,immediate,f,37730,67344
10964,,immediate,f,37730,67345
10965,,immediate,t,37743,67346
10966,,immediate,t,37099,67347
10967,,immediate,t,38431,67348
10968,,immediate,t,38126,58509
10969,,immediate,t,37796,67349
10970,,immediate,t,38819,67350
10971,,immediate,f,37192,67351
10972,,immediate,f,37192,67352
10973,,immediate,t,37486,67353
10974,,immediate,t,38829,67354
10975,,immediate,f,37794,67355
10976,,immediate,f,37794,67356
10977,,immediate,t,38698,67357
10978,,immediate,t,38588,67358
10979,,immediate,t,37937,67359
10980,,immediate,f,37028,67360
10981,,immediate,f,37028,67361
10982,,immediate,t,37296,67362
10983,,immediate,t,37114,67363
10984,,immediate,f,38751,67364
10985,,immediate,f,38751,67365
10986,,immediate,f,38823,67366
10987,,immediate,f,38823,67367
10988,,immediate,t,37851,67368
10989,,immediate,t,37612,67369
10990,,immediate,t,37579,67370
10991,,immediate,t,37409,67371
10992,,immediate,t,38892,67372
10993,,immediate,t,37013,67373
10994,,immediate,t,36949,67374
10995,,immediate,t,38914,67375
10996,,immediate,t,37863,67376
10997,,immediate,t,37242,67377
10998,,immediate,t,37375,67378
10999,,immediate,t,37803,67379
11000,,immediate,t,37667,67380
11001,,immediate,t,38365,67381
11002,,immediate,t,37191,67382
11003,,immediate,t,37068,67383
11004,,immediate,t,37078,67384
11005,,immediate,t,37373,67385
11006,,immediate,t,36956,67386
11007,,immediate,t,37033,67387
11008,,immediate,t,36975,67388
11009,,immediate,f,37205,67389
11010,,immediate,f,37205,67390
11011,,immediate,t,37332,67391
11012,,immediate,t,37872,67392
11013,,immediate,t,37059,67393
11014,,immediate,t,37344,67394
11015,,immediate,t,37042,67395
11016,,immediate,t,38801,67396
11017,,immediate,f,37910,67397
11018,,immediate,f,37910,67398
11019,,immediate,f,38600,67399
11020,,immediate,f,38600,67400
11021,,immediate,t,38497,67401
11022,,immediate,t,37524,67402
11023,,immediate,t,38717,67403
11024,,immediate,f,38402,67404
11025,,immediate,f,38402,67405
11026,,immediate,f,39004,67406
11027,,immediate,f,39004,67407
11028,,immediate,t,38598,67408
11029,,immediate,t,39014,67409
11030,,immediate,t,37662,67410
11031,,immediate,t,37684,67411
11032,,immediate,t,37786,67412
11033,,immediate,t,37472,67413
11034,,immediate,t,38614,67414
11035,,immediate,t,38247,67415
11036,,immediate,t,37064,67416
11037,,immediate,t,37229,67417
11038,,immediate,t,37360,67418
11039,,immediate,t,37304,67419
11040,,immediate,t,37334,67420
11041,,immediate,t,37303,67420
11042,,immediate,t,37037,67421
11043,,immediate,t,37232,67421
11044,,immediate,t,37643,67422
11045,,immediate,t,38019,67423
11046,,immediate,t,38507,67424
11047,,immediate,t,37397,67425
11048,,immediate,t,37235,67426
11049,,immediate,t,37244,67427
11050,,immediate,t,37218,67428
11051,,immediate,t,38461,67429
11052,,immediate,t,37274,67430
11053,,immediate,t,37284,67431
11054,,immediate,t,37080,67432
11055,,immediate,f,37279,67433
11056,,immediate,f,37279,67434
11057,,immediate,t,37261,67435
11058,,immediate,t,37173,67436
11059,,immediate,t,37110,67437
11060,,immediate,t,36950,67719
11061,,immediate,f,37534,67438
11062,,immediate,f,37534,67439
11063,,immediate,t,38370,67440
11064,,immediate,t,37578,67441
11065,,immediate,f,38725,67442
11066,,immediate,f,38725,67443
11067,,immediate,t,37520,67444
11068,,immediate,t,37227,67445
11069,,immediate,f,38131,67446
11070,,immediate,f,38131,67447
11071,,immediate,t,36983,67448
11072,,immediate,t,37381,67449
11073,,immediate,f,38708,67450
11074,,immediate,f,38708,67451
11075,,immediate,f,38235,67452
11076,,immediate,f,38235,67453
11077,,immediate,t,37769,67454
11078,,immediate,t,38565,67455
11079,,immediate,t,38890,67456
11080,,immediate,t,38276,72609
11081,,immediate,t,38625,67457
11082,,immediate,t,38752,67458
11083,,immediate,f,38120,67459
11084,,immediate,f,38120,67460
11085,,immediate,f,37779,67461
11086,,immediate,f,37779,67462
11087,,immediate,t,38689,67463
11088,,immediate,t,37268,67464
11089,,immediate,f,37336,67465
11090,,immediate,f,37336,67466
11091,,immediate,t,37074,67467
11092,,immediate,t,39009,67468
11093,,immediate,t,38577,67469
11094,,immediate,t,37702,67470
11095,,immediate,t,37935,67471
11096,,immediate,f,38493,67472
11097,,immediate,f,38493,67473
11098,,immediate,t,39027,67474
11099,,immediate,f,38466,67475
11100,,immediate,f,38466,67476
11101,,immediate,f,38441,67477
11102,,immediate,f,38441,67478
11103,,immediate,t,38855,67479
11104,,immediate,t,38640,67480
11105,,immediate,f,38586,67481
11106,,immediate,f,38586,67482
11107,,immediate,t,38590,67483
11108,,immediate,t,37660,67484
11109,,immediate,f,37768,67485
11110,,immediate,f,37768,67486
11111,,immediate,t,37848,67487
11112,,immediate,t,38064,67488
11113,,immediate,f,38772,67489
11114,,immediate,f,38772,67490
11115,,immediate,f,38253,67491
11116,,immediate,f,38253,67492
11117,,immediate,t,38666,67493
11118,,immediate,t,37587,67494
11119,,immediate,t,38776,67495
11120,,immediate,t,37193,67496
11121,,immediate,t,37271,67497
11122,,immediate,t,37586,67498
11123,,immediate,t,38820,67499
11124,,immediate,t,39073,60857
11125,,immediate,t,38857,67500
11126,,immediate,t,37609,67501
11127,,immediate,t,37909,67502
11128,,immediate,t,37699,67503
11129,,immediate,t,38063,67504
11130,,immediate,t,38066,67505
11131,,immediate,t,38960,67506
11132,,immediate,t,38871,67507
11133,,immediate,t,39011,67508
11134,,immediate,f,38130,67509
11135,,immediate,f,38130,67510
11136,,immediate,t,38187,67511
11137,,immediate,t,36961,67512
11138,,immediate,t,37233,67513
11139,,immediate,t,37985,67514
11140,,immediate,t,37337,67515
11141,,immediate,f,37374,67516
11142,,immediate,f,37374,67517
11143,,immediate,t,37163,67518
11144,,immediate,t,36962,67519
11145,,immediate,t,38037,67520
11146,,immediate,t,38339,67521
11147,,immediate,t,39083,67522
11148,,immediate,t,37516,67523
11149,,immediate,t,38486,67524
11150,,immediate,f,37697,67525
11151,,immediate,f,37697,67526
11152,,immediate,t,38713,67527
11153,,immediate,f,37086,67528
11154,,immediate,f,37086,67529
11155,,immediate,t,37190,67530
11156,,immediate,t,39076,67531
11157,,immediate,t,37247,67532
11158,,immediate,f,37825,67533
11159,,immediate,f,37825,67534
11160,,immediate,t,37223,67535
11161,,immediate,t,38930,67536
11162,,immediate,t,38386,67537
11163,,immediate,f,37030,67538
11164,,immediate,f,37030,67539
11165,,immediate,t,38442,67540
11166,,immediate,t,38718,67541
11167,,immediate,t,38055,67542
11168,,immediate,t,37164,67543
11169,,immediate,f,37901,67544
11170,,immediate,f,37901,67545
11171,,immediate,t,38193,67546
11172,,immediate,t,38200,67548
11173,,immediate,t,38081,67549
11174,,immediate,t,37270,67550
11175,,immediate,t,38352,67551
11176,,immediate,t,38353,67552
11177,,immediate,t,37770,67553
11178,,immediate,f,38021,67554
11179,,immediate,f,38021,67555
11180,,immediate,t,38185,67556
11181,,immediate,t,38047,67557
11182,,immediate,t,39084,67558
11183,,immediate,t,38194,67559
11184,,immediate,t,38295,67560
11185,,immediate,t,36953,67561
11186,,immediate,t,39047,67562
11187,,immediate,t,37852,67563
11188,,immediate,t,37832,67564
11189,,immediate,f,38905,67565
11190,,immediate,f,38905,67566
11191,,immediate,t,38008,67567
11192,,immediate,t,38553,67568
11193,,immediate,t,38635,67569
11194,,immediate,t,37406,67570
11195,,immediate,t,37348,67571
11196,,immediate,t,37972,67572
11197,,immediate,t,39024,67573
11198,,immediate,f,38677,67574
11199,,immediate,f,38677,67575
11200,,immediate,t,38007,67576
11201,,immediate,t,37789,67577
11202,,immediate,t,38213,67578
11203,,immediate,f,37945,67579
11204,,immediate,f,37945,67580
11205,,immediate,t,39038,67581
11206,,immediate,t,37826,67582
11207,,immediate,t,38688,67583
11208,,immediate,t,37933,67584
11209,,immediate,t,38093,67585
11210,,immediate,t,38781,67586
11211,,immediate,t,38101,67587
11212,,immediate,t,38218,67588
11213,,immediate,t,37521,67589
11214,,immediate,t,37412,67590
11215,,immediate,t,37341,67591
11216,,immediate,f,38116,67592
11217,,immediate,f,38116,67593
11218,,immediate,f,38444,67594
11219,,immediate,f,38444,67595
11220,,immediate,t,38848,67596
11221,,immediate,t,38880,67597
11222,,immediate,t,38643,67598
11223,,immediate,t,38117,67599
11224,,immediate,t,37458,67600
11225,,immediate,f,37869,67601
11226,,immediate,f,37869,67602
11227,,immediate,t,37240,67603
11228,,immediate,t,37932,67604
11229,,immediate,t,38954,67605
11230,,immediate,t,38639,67606
11231,,immediate,f,37853,67607
11232,,immediate,f,37853,67608
11233,,immediate,f,38740,67609
11234,,immediate,f,38740,67610
11235,,immediate,t,37741,69716
11236,,immediate,f,38464,67611
11237,,immediate,f,38464,67612
11238,,immediate,t,38758,67613
11239,,immediate,f,37740,67614
11240,,immediate,f,37740,67615
11241,,immediate,f,38775,67616
11242,,immediate,f,38775,67617
11243,,immediate,f,37089,67618
11244,,immediate,f,37089,67619
11245,,immediate,f,38176,67620
11246,,immediate,f,38176,67621
11247,,immediate,t,38745,67622
11248,,immediate,t,38902,67623
11249,,immediate,t,37689,67624
11250,,immediate,t,38377,67625
11251,,immediate,t,37368,67626
11252,,immediate,t,37002,67627
11253,,immediate,t,38428,67628
11254,,immediate,t,38407,67629
11255,,immediate,t,37938,67630
11256,,immediate,t,37884,67631
11257,,immediate,t,38367,67632
11258,,immediate,t,37961,67633
11259,,immediate,t,38298,67634
11260,,immediate,f,37849,67635
11261,,immediate,f,37849,67636
11262,,immediate,t,37113,67637
11263,,immediate,f,37121,67638
11264,,immediate,f,37121,67639
11265,,immediate,t,37361,67640
11266,,immediate,t,37312,67641
11267,,immediate,t,38933,67642
11268,,immediate,t,38061,67643
11269,,immediate,t,39049,67644
11270,,immediate,t,37343,67645
11271,,immediate,f,37199,67646
11272,,immediate,f,37199,67647
11273,,immediate,t,37194,67648
11274,,immediate,t,37378,67649
11275,,immediate,t,37257,67650
11276,,immediate,t,39053,67651
11277,,immediate,t,37182,67652
11278,,immediate,t,38874,67653
11279,,immediate,t,37206,69732
11280,,immediate,t,37249,67654
11281,,immediate,t,37941,67655
11282,,immediate,t,37269,67656
11283,,immediate,f,37272,67657
11284,,immediate,f,37272,67658
11285,,immediate,f,37248,67659
11286,,immediate,f,37248,67660
11287,,immediate,t,37214,67519
11288,,immediate,t,37081,67661
11289,,immediate,t,37211,67662
11290,,immediate,t,36984,67663
11291,,immediate,t,37308,67664
11292,,immediate,t,37029,67665
11293,,immediate,f,38098,67666
11294,,immediate,f,38098,67667
11295,,immediate,t,38830,67668
11296,,immediate,t,38581,67669
11297,,immediate,t,38603,67670
11298,,immediate,t,37995,67671
11299,,immediate,t,37993,67672
11300,,immediate,t,37892,58791
11301,,immediate,t,38943,67673
11302,,immediate,t,38935,67674
11303,,immediate,t,38065,67675
11304,,immediate,t,37889,67676
11305,,immediate,f,38541,67677
11306,,immediate,f,38541,67678
11307,,immediate,t,38487,67679
11308,,immediate,t,37688,67680
11309,,immediate,f,38073,67681
11310,,immediate,f,38073,67682
11311,,immediate,t,38405,67683
11312,,immediate,f,38611,67684
11313,,immediate,f,38611,67685
11314,,immediate,t,37739,67686
11315,,immediate,t,38760,67687
11316,,immediate,t,38928,67688
11317,,immediate,t,37116,67689
11318,,immediate,t,37491,67690
11319,,immediate,t,38821,67691
11320,,immediate,t,38695,67692
11321,,immediate,t,38739,67693
11322,,immediate,t,38780,67694
11323,,immediate,t,38764,67695
11324,,immediate,t,37039,67696
11325,,immediate,t,37215,67697
11326,,immediate,t,37234,67698
11327,,immediate,t,37219,67699
11328,,immediate,t,38632,67700
11329,,immediate,t,37470,67701
11330,,immediate,t,37922,67702
11331,,immediate,t,39057,67703
11332,,immediate,t,38165,69753
11333,,immediate,t,38388,67704
11334,,immediate,t,38042,74208
11335,,immediate,t,37468,67705
11336,,immediate,t,37237,67706
11337,,immediate,t,38460,67707
11338,,immediate,t,37854,67708
11339,,immediate,t,38934,67709
11340,,immediate,t,38768,67710
11341,,immediate,t,38029,67711
11342,,immediate,f,37776,67712
11343,,immediate,f,37776,67713
11344,,immediate,t,37772,67714
11345,,immediate,f,37775,67715
11346,,immediate,f,37775,67716
11347,,immediate,t,37313,67717
11348,,immediate,t,37840,67718
11349,,immediate,t,37087,67719
11350,,immediate,t,37231,67720
11351,,immediate,f,37162,67721
11352,,immediate,f,37162,67722
11353,,immediate,t,38673,67723
11354,,immediate,t,37494,67724
11355,,immediate,t,37497,67725
11356,,immediate,f,38796,67726
11357,,immediate,f,38796,67727
11358,,immediate,t,38056,67728
11359,,immediate,t,37551,67729
11360,,immediate,t,38624,67730
11361,,immediate,t,38861,67731
11362,,immediate,t,38226,67732
11363,,immediate,t,38806,67733
11364,,immediate,t,38704,67734
11365,,immediate,t,38651,70318
11366,,immediate,t,37498,67735
11367,,immediate,t,37495,67736
11368,,immediate,t,37675,67737
11369,,immediate,t,38544,67738
11370,,immediate,t,38003,67739
11371,,immediate,t,38952,67740
11372,,immediate,t,39030,69768
11373,,immediate,t,37513,67741
11374,,immediate,t,37018,67742
11375,,immediate,t,37652,66440
11376,,immediate,t,38638,67743
11377,,immediate,t,37653,67744
11378,,immediate,t,37465,67745
11379,,immediate,t,38403,67746
11380,,immediate,t,39010,67747
11381,,immediate,t,38394,67748
11382,,immediate,t,37266,67749
11383,,immediate,t,37648,67750
11384,,immediate,t,37838,67751
11385,,immediate,t,37530,67752
11386,,immediate,t,38838,67753
11387,,immediate,t,38033,67754
11388,,immediate,f,38942,67755
11389,,immediate,f,38942,67756
11390,,immediate,f,38762,67757
11391,,immediate,f,38762,67758
11392,,immediate,t,38681,67759
11393,,immediate,t,38315,67760
11394,,immediate,t,38856,67761
11395,,immediate,t,36968,67762
11396,,immediate,f,37137,67763
11397,,immediate,f,37137,67764
11398,,immediate,t,37041,67765
11399,,immediate,t,36966,67766
11400,,immediate,t,39040,67767
11401,,immediate,f,38168,67768
11402,,immediate,f,38168,67769
11403,,immediate,t,37466,67770
11404,,immediate,t,38907,67771
11405,,immediate,t,37502,67772
11406,,immediate,t,37445,67773
11407,,immediate,t,39042,67774
11408,,immediate,t,38809,67775
11409,,immediate,t,38107,67776
11410,,immediate,t,37734,67777
11411,,immediate,f,38685,67778
11412,,immediate,f,38685,67779
11413,,immediate,t,38909,67780
11414,,immediate,t,38476,67781
11415,,immediate,t,38706,67782
11416,,immediate,t,36969,67783
11417,,immediate,t,38769,67784
11418,,immediate,t,37250,67785
11419,,immediate,t,37241,67786
11420,,immediate,t,37008,67787
11421,,immediate,t,37236,67788
11422,,immediate,f,38528,67789
11423,,immediate,f,38528,67790
11424,,immediate,t,38110,67791
11425,,immediate,t,38053,67792
11426,,immediate,t,38158,67547
11427,,immediate,t,37870,67793
11428,,immediate,t,38118,67794
11429,,immediate,t,39054,67795
11430,,immediate,t,38277,67796
11431,,immediate,t,37953,67797
11432,,immediate,f,37960,67798
11433,,immediate,f,37960,67799
11434,,immediate,t,37912,67800
11435,,immediate,t,38814,67801
11436,,immediate,t,37949,67802
11437,,immediate,t,37573,67803
11438,,immediate,t,38376,67804
11439,,immediate,f,38661,67805
11440,,immediate,f,38661,67806
11441,,immediate,t,38810,67807
11442,,immediate,t,38617,61657
11443,,immediate,t,38696,60848
11444,,immediate,t,37693,67808
11445,,immediate,t,38904,62667
11446,,immediate,f,38903,67809
11447,,immediate,f,38903,67810
11448,,immediate,t,37570,60819
11449,,immediate,t,37518,63454
11450,,immediate,t,37519,67811
11451,,immediate,t,37517,60847
11452,,immediate,t,37522,67812
11453,,immediate,t,37930,60846
11454,,immediate,t,37101,67813
11455,,immediate,f,38323,67814
11456,,immediate,f,38323,67815
11457,,immediate,t,38159,67816
11458,,immediate,f,38873,67817
11459,,immediate,f,38873,67818
11460,,immediate,t,38468,67819
11461,,immediate,t,38354,60821
11462,,immediate,t,38607,67820
11463,,immediate,t,37868,67821
11464,,immediate,f,38160,67822
11465,,immediate,f,38160,67823
11466,,immediate,t,37814,67824
11467,,immediate,t,38920,63467
11468,,immediate,f,37533,67825
11469,,immediate,f,37533,67826
11470,,immediate,t,37721,67827
11471,,immediate,t,38925,69414
11472,,immediate,f,37746,67828
11473,,immediate,f,37746,67829
11474,,immediate,t,39018,67830
11475,,immediate,t,38711,67831
11476,,immediate,t,37842,67832
11477,,immediate,t,38868,67833
11478,,immediate,t,38589,67834
11479,,immediate,t,37514,67835
11480,,immediate,t,38917,67836
11481,,immediate,t,38918,67837
11482,,immediate,t,37632,67838
11483,,immediate,f,37984,67839
11484,,immediate,f,37984,67840
11485,,immediate,f,38393,67841
11486,,immediate,f,38393,67842
11487,,immediate,t,37624,67843
11488,,immediate,t,38378,67844
11489,,immediate,t,38940,67845
11490,,immediate,t,37553,60830
11491,,immediate,f,38379,67846
11492,,immediate,f,38379,67847
11493,,immediate,t,38564,62692
11494,,immediate,t,37444,60832
11495,,immediate,t,38836,67848
11496,,immediate,t,38869,67849
11497,,immediate,t,37584,67850
11498,,immediate,t,37760,67851
11499,,immediate,t,39064,67852
11500,,immediate,t,37583,67853
11501,,immediate,t,37075,67854
11502,,immediate,t,37425,67855
11503,,immediate,t,37790,67856
11504,,immediate,t,37658,67857
11505,,immediate,t,37569,67858
11506,,immediate,f,37423,67859
11507,,immediate,f,37423,67860
11508,,immediate,t,38231,67861
11509,,immediate,t,38286,67862
11510,,immediate,t,37448,67863
11511,,immediate,t,37568,67864
11512,,immediate,t,38031,67865
11513,,immediate,t,38582,67866
