ID,Name,Description,SemanticField,BorrowedScore,AgeScore,SimplicityScore,SemanticCategory,IDS_code,TypicalContext,CoreList
5-791,the grease or fat,,Food and drink,0.180434782609,0.879565217391,0.921739130435,Noun,5.791,,true
5-81,the salt,,Food and drink,0.151785714286,0.839285714286,0.97619047619,Noun,5.81,,true
5-82,the pepper,"'black pepper, a table seasoning produced from the berries of the plant Piper nigrum'",Food and drink,0.659420289855,0.831884057971,0.891304347826,Noun,5.82,,true
5-821,the chili pepper,'the fruit of the plant Capsicum',Food and drink,0.407894736842,0.840789473684,0.894736842105,Noun,5.821,,true
5-84,the honey,,Food and drink,0.307926829268,0.843902439024,0.908536585366,Noun,5.84,,true
5-85,the sugar,,Food and drink,0.79375,0.82,0.9375,Noun,5.85,,true
5-86,the milk,,Food and drink,0.311797752809,0.846441947566,0.887640449438,Noun,5.86,,true
5-87,to milk,,Food and drink,0.0699481865285,0.815544041451,0.743523316062,Verb,5.87,,true
5-88,the cheese,,Food and drink,0.664473684211,0.836842105263,0.921052631579,Noun,5.88,,true
5-89,the butter,,Food and drink,0.486607142857,0.830803571429,0.892857142857,Noun,5.89,,true
5-9,the drink,'any kind of beverage',Food and drink,0.0791208791209,0.867032967033,0.683516483516,Noun,5.9,,true
5-91,the mead,,Food and drink,0.319444444444,0.833333333333,0.763888888889,Noun,5.91,,true
5-92,the wine,,Food and drink,0.739406779661,0.842372881356,0.96186440678,Noun,5.92,,true
5-93,the beer,,Food and drink,0.677514792899,0.772781065089,0.96449704142,Noun,5.93,,true
5-94,the fermented drink,,Food and drink,0.477272727273,0.778468899522,0.913875598086,Noun,5.94,,true
5-97,the egg,,Food and drink,0.0901287553648,0.899570815451,0.945278969957,Noun,5.97,,true
5-971,the yolk,'the yellow part in the centre of an egg',Food and drink,0.0308641975309,0.791358024691,0.679012345679,Noun,5.971,,true
6-11,to put on,(transitive),Clothing and grooming,0.0707547169811,0.866876310273,0.816561844864,Verb,6.11,The child can already put on his clothes by himself.,true
6-12,the clothing or clothes,,Clothing and grooming,0.197169811321,0.857358490566,0.804716981132,Noun,6.12,,true
6-13,the tailor,,Clothing and grooming,0.294117647059,0.794117647059,0.661764705882,Noun,6.13,,true
6-21,the cloth,'woven fabric',Clothing and grooming,0.355731225296,0.824901185771,0.954545454545,Noun,6.21,,true
6-22,the wool,,Clothing and grooming,0.324257425743,0.87896039604,0.806930693069,Noun,6.22,,true
6-23,the linen,'fabric woven of flax',Clothing and grooming,0.655555555556,0.84,0.9,Noun,6.23,,true
6-24,the cotton,,Clothing and grooming,0.492957746479,0.847887323944,0.901408450704,Noun,6.24,,true
6-25,the silk,,Clothing and grooming,0.804054054054,0.840540540541,0.945945945946,Noun,6.25,,true
6-27,the felt,,Clothing and grooming,0.386363636364,0.763636363636,0.954545454545,Noun,6.27,,true
6-28,the fur,,Clothing and grooming,0.293219303604,0.861331704337,0.902260232132,Noun,6.28,,true
6-29,the leather,,Clothing and grooming,0.135278514589,0.862599469496,0.89124668435,Noun,6.29,,true
6-31,to spin,'to draw out and twist fiber into thread',Clothing and grooming,0.0133214920071,0.827575488455,0.862344582593,Verb,6.31,,true
6-32,the spindle,'a stick used in spinning fiber into thread',Clothing and grooming,0.1,0.791428571429,0.85,Noun,6.32,,true
6-33,to weave,,Clothing and grooming,0.0733137829912,0.902639296188,0.925219941349,Verb,6.33,The village women weave cloth from cotton thread.,true
6-34,the loom,,Clothing and grooming,0.164864864865,0.847567567568,0.813513513514,Noun,6.34,,true
6-35,to sew,,Clothing and grooming,0.105263157895,0.86081871345,0.894736842105,Verb,6.35,,true
6-36,the needle(1),(for sewing),Clothing and grooming,0.374109263658,0.84893111639,0.942992874109,Noun,6.36,,true
6-37,the awl,'pointed tool for marking or piercing wood or leather',Clothing and grooming,0.27868852459,0.824590163934,0.950819672131,Noun,6.37,,true
6-38,the thread,,Clothing and grooming,0.282649253731,0.858582089552,0.972014925373,Noun,6.38,,true
6-39,to dye,,Clothing and grooming,0.215434083601,0.856591639871,0.802250803859,Verb,6.39,The weaver dyed the cloth bright red.,true
6-41,the cloak,,Clothing and grooming,0.704347826087,0.854782608696,0.882608695652,Noun,6.41,,true
6-411,the poncho,,Clothing and grooming,0.581081081081,0.802702702703,0.932432432432,Noun,6.411,,true
7-37,the ladder,,The house,0.228855721393,0.811940298507,0.875621890547,Noun,7.37,,true
6-42,the (woman's) dress,'garment worn by women over the torso extending to the legs',Clothing and grooming,0.467741935484,0.816129032258,0.887096774194,Noun,6.42,,true
6-43,the coat,,Clothing and grooming,0.60752688172,0.761290322581,0.881720430108,Noun,6.43,,true
6-44,the shirt,,Clothing and grooming,0.506034482759,0.828965517241,0.935344827586,Noun,6.44,,true
6-45,the collar,,Clothing and grooming,0.37037037037,0.805761316872,0.864197530864,Noun,6.45,,true
6-46,the skirt,,Clothing and grooming,0.609797297297,0.801013513514,0.974662162162,Noun,6.46,,true
6-461,the grass-skirt,,Clothing and grooming,0.25,0.7,0.722222222222,Noun,6.461,,true
6-48,the trousers,,Clothing and grooming,0.564516129032,0.813978494624,0.935483870968,Noun,6.48,,true
6-49,the sock or stocking,,Clothing and grooming,0.684426229508,0.785245901639,0.881147540984,Noun,6.49,,true
6-51,the shoe,,Clothing and grooming,0.4516765286,0.786982248521,0.950690335306,Noun,6.51,,true
6-52,the boot,,Clothing and grooming,0.674496644295,0.759507829978,0.921700223714,Noun,6.52,,true
6-54,the shoemaker,,Clothing and grooming,0.241379310345,0.758620689655,0.655172413793,Noun,6.54,,true
6-55,the hat or cap,,Clothing and grooming,0.492307692308,0.8,0.930769230769,Noun,6.55,,true
6-57,the belt,,Clothing and grooming,0.298013245033,0.816225165563,0.850993377483,Noun,6.57,,true
6-58,the glove,,Clothing and grooming,0.234375,0.784375,0.6875,Noun,6.58,,true
6-59,the veil,,Clothing and grooming,0.6,0.863783783784,0.886486486486,Noun,6.59,During the wedding the bride wore a veil that hid her face.,true
6-61,the pocket,(in a garment),Clothing and grooming,0.599397590361,0.796385542169,0.975903614458,Noun,6.61,He put the money in his shirt pocket.,true
6-62,the button,,Clothing and grooming,0.585227272727,0.752272727273,0.960227272727,Noun,6.62,,true
6-63,the pin,,Clothing and grooming,0.579775280899,0.789662921348,0.919101123596,Noun,6.63,The torn shirt was held together by pins.,true
6-71,the ornament or adornment,,Clothing and grooming,0.312277580071,0.781138790036,0.806049822064,Noun,6.71,Her hair was adorned with silver oranments.,true
6-72,the jewel,,Clothing and grooming,0.478378378378,0.82,0.805405405405,Noun,6.72,,true
6-73,the ring,(for finger),Clothing and grooming,0.224137931034,0.787356321839,0.867816091954,Noun,6.73,,true
6-74,the bracelet,,Clothing and grooming,0.198588709677,0.78064516129,0.733870967742,Noun,6.74,She wore a solid gold bracelet.,true
6-75,the necklace,,Clothing and grooming,0.239,0.7904,0.88,Noun,6.75,Her necklace was made of pearls and coral.,true
6-76,the bead,,Clothing and grooming,0.249057492931,0.815268614515,0.915174363808,Noun,6.76,,true
6-77,the earring,,Clothing and grooming,0.209677419355,0.744086021505,0.763440860215,Noun,6.77,The pirate wore one earring.,true
6-78,the headband or headdress,,Clothing and grooming,0.368131868132,0.783516483516,0.824175824176,Noun,6.78,,true
6-79,the tattoo,,Clothing and grooming,0.234104046243,0.788439306358,0.817919075145,Noun,6.79,,true
6-81,the handkerchief or rag,,Clothing and grooming,0.480182926829,0.795426829268,0.841463414634,Noun,6.81,,true
6-82,the towel,,Clothing and grooming,0.661417322835,0.76968503937,0.877952755906,Noun,6.82,,true
6-91,the comb,,Clothing and grooming,0.166666666667,0.82688172043,0.833333333333,Noun,6.91,,true
6-92,the brush,,Clothing and grooming,0.48417721519,0.756962025316,0.879746835443,Noun,6.92,He used the brush to thoroughly brush his hair.,true
6-921,the plait/braid,‘a length of hair that has been separated into three parts and then woven together’,Clothing and grooming,0.217303822938,0.782092555332,0.832997987928,Noun,6.921,,true
6-93,the razor,,Clothing and grooming,0.343023255814,0.781395348837,0.773255813953,Noun,6.93,While he was shaving the razor cut his face.,true
6-94,the ointment,,Clothing and grooming,0.430722891566,0.777108433735,0.819277108434,Noun,6.94,,true
6-95,the soap,,Clothing and grooming,0.778409090909,0.818181818182,0.965909090909,Noun,6.95,A bar of soap was placed by the sink.,true
6-96,the mirror,,Clothing and grooming,0.39715536105,0.835886214442,0.852297592998,Noun,6.96,He looked at himself in the mirror that hung on the wall.,true
7-11,to live,"'dwell, reside'",The house,0.146984924623,0.892713567839,0.860552763819,Verb,7.11,A family of five lives in that large house.,true
7-12,the house,,The house,0.106694560669,0.867364016736,0.968619246862,Noun,7.12,,true
7-13,the hut,,The house,0.393907563025,0.769327731092,0.892857142857,Noun,7.13,,true
7-131,the garden-house,,The house,0.313775510204,0.770408163265,0.770408163265,Noun,7.131,,true
7-14,the tent,,The house,0.635761589404,0.815231788079,0.937086092715,Noun,7.14,,true
7-15,the yard or court,"‘enclosed area atttached to a house, whether outside or an inner court’",The house,0.234716157205,0.803930131004,0.921397379913,Noun,7.15,,true
7-16,the men's house,,The house,0.133928571429,0.764285714286,0.651785714286,Noun,7.16,,true
7-17,the cookhouse,,The house,0.327669902913,0.723300970874,0.694174757282,Noun,7.17,,true
7-18,the meeting house,,The house,0.254385964912,0.764912280702,0.69298245614,Noun,7.18,,true
7-21,the room,,The house,0.514808362369,0.822299651568,0.900696864111,Noun,7.21,,true
7-22,the door or gate,,The house,0.226744186047,0.868604651163,0.897529069767,Noun,7.22,,true
7-221,the doorpost,"= ‘jamb, side post of a door’",The house,0.22972972973,0.786486486486,0.709459459459,Noun,7.221,,true
7-23,the lock,,The house,0.506493506494,0.822857142857,0.863636363636,Noun,7.23,,true
7-231,the latch or door-bolt,,The house,0.403693931398,0.812137203166,0.849604221636,Noun,7.231,,true
7-24,the key,,The house,0.473469387755,0.78693877551,0.828571428571,Noun,7.24,,true
7-25,the window,,The house,0.568014705882,0.818382352941,0.905330882353,Noun,7.25,,true
7-26,the floor,,The house,0.34628975265,0.82078380983,0.878573723097,Noun,7.26,,true
7-27,the wall,,The house,0.339694656489,0.820610687023,0.954198473282,Noun,7.27,The walls of our house are very thick.,true
7-31,the fireplace,,The house,0.232905982906,0.789316239316,0.761752136752,Noun,7.31,,true
7-32,the stove,,The house,0.576347305389,0.838323353293,0.904191616766,Noun,7.32,She put the kettle on the stove and lit the fire.,true
7-33,the chimney,,The house,0.335714285714,0.847142857143,0.764285714286,Noun,7.33,,true
7-42,the bed,,The house,0.386138613861,0.835643564356,0.920792079208,Noun,7.42,,true
7-421,the pillow,,The house,0.255952380952,0.830952380952,0.904761904762,Noun,7.421,,true
7-422,the blanket,,The house,0.478260869565,0.782608695652,0.87922705314,Noun,7.422,,true
7-43,the chair,,The house,0.469696969697,0.784848484848,0.873737373737,Noun,7.43,,true
7-44,the table,,The house,0.735408560311,0.813229571984,0.959143968872,Noun,7.44,,true
7-45,the lamp or torch,,The house,0.648866348449,0.784725536993,0.931980906921,Noun,7.45,,true
7-46,the candle,,The house,0.626506024096,0.833734939759,0.927710843373,Noun,7.46,,true
7-47,the shelf,"‘a long flat narrow board fixed onto a wall or in a frame or cupboard, used for putting things on or stroing things on’",The house,0.444206008584,0.775965665236,0.896995708155,Noun,7.47,Put it back on the top shelf.,true
7-48,the trough,‘a long narrow open container that holds water or food for animals’,The house,0.309473684211,0.877473684211,0.917894736842,Noun,7.48,,true
7-51,the roof,,The house,0.142574257426,0.793465346535,0.789108910891,Noun,7.51,,true
7-52,the thatch,"‘natural roofing material such as straw, reeds, leaves, etc.’",The house,0.0274390243902,0.816463414634,0.707317073171,Noun,7.52,,true
7-53,the ridgepole,'the highest horizontal beam in a roof',The house,0.122950819672,0.8,0.758196721311,Noun,7.53,,true
7-54,the rafter,'a horizontal beam that supports the roof',The house,0.165198237885,0.787665198238,0.79845814978,Noun,7.54,,true
7-55,the beam,,The house,0.302281368821,0.801901140684,0.925855513308,Noun,7.55,,true
7-56,the post or pole,"= ‘a strong upright piece of wood, metal etc. that is fixed into the ground, especially to support something’",The house,0.389097744361,0.815037593985,0.943609022556,Noun,7.56,a fence post,true
7-57,the board,,The house,0.375,0.763302752294,0.917431192661,Noun,7.57,,true
7-58,the arch,,The house,0.4609375,0.7859375,0.8984375,Noun,7.58,,true
7-61,the mason,,The house,0.41935483871,0.774193548387,0.717741935484,Noun,7.61,,true
7-62,the brick,,The house,0.664473684211,0.814473684211,0.927631578947,Noun,7.62,,true
7-63,the mortar(2),"'a mixture of lime, sand and water, used in building for joining bricks or stones together'",The house,0.5,0.834545454545,0.954545454545,Noun,7.63,,true
7-64,the adobe,‘earth and straw that are made into bricks for building houses’,The house,0.313953488372,0.820930232558,0.813953488372,Noun,7.64,,true
8-11,the farmer,,Agriculture and vegetation,0.44347826087,0.773913043478,0.728260869565,Noun,8.11,The poor farmer did not own the land he cultivated.,true
8-12,the field,(for cultivation),Agriculture and vegetation,0.190602836879,0.842553191489,0.882978723404,Noun,8.12,The field was planted with cabbage.,true
8-13,the garden,,Agriculture and vegetation,0.461776859504,0.82479338843,0.925619834711,Noun,8.13,Behind the house was a garden where the family grew vegetables.,true
8-15,to cultivate,,Agriculture and vegetation,0.137064534552,0.790405482581,0.750142775557,Verb,8.15,There is no more land left to cultivate.,true
8-16,the fence,,Agriculture and vegetation,0.268292682927,0.866202090592,0.942508710801,Noun,8.16,,true
8-17,the ditch,"‘a long narrow hole cut into the ground at the side of a field, road etc., especially for water to flow through’",Agriculture and vegetation,0.483108108108,0.861824324324,0.903716216216,Noun,8.17,,true
8-21,to plough/plow,,Agriculture and vegetation,0.261501210654,0.809685230024,0.817191283293,Verb,8.21,,true
8-212,the furrow,,Agriculture and vegetation,0.189473684211,0.871578947368,0.889473684211,Noun,8.212,,true
8-22,to dig,,Agriculture and vegetation,0.10834670947,0.834349919743,0.89165329053,Verb,8.22,,true
8-23,the spade,'tool with handle and blade used for digging in the ground',Agriculture and vegetation,0.498626373626,0.796703296703,0.929945054945,Noun,8.23,,true
8-24,the shovel,'tool with handle and scoop for lifting and throwing material such as soil',Agriculture and vegetation,0.610759493671,0.746835443038,0.96835443038,Noun,8.24,,true
8-25,the hoe,"'tool with handle and blade with two or more prongs used for weeding, raking, etc.'",Agriculture and vegetation,0.291666666667,0.810714285714,0.889880952381,Noun,8.25,,true
8-26,the fork(2)/pitchfork,,Agriculture and vegetation,0.407514450867,0.776300578035,0.913294797688,Noun,8.26,,true
8-27,the rake,,Agriculture and vegetation,0.348684210526,0.802631578947,0.809210526316,Noun,8.27,,true
8-31,to sow,,Agriculture and vegetation,0.0678879310345,0.82025862069,0.85775862069,Verb,8.31,,true
8-311,the seed,,Agriculture and vegetation,0.198807157058,0.882504970179,0.916500994036,Noun,8.311,,true
8-32,to mow,,Agriculture and vegetation,0.156818181818,0.803636363636,0.85,Verb,8.32,,true
8-33,the sickle or scythe,,Agriculture and vegetation,0.522222222222,0.873333333333,0.916666666667,Noun,8.33,,true
8-34,to thresh,,Agriculture and vegetation,0.173611111111,0.840740740741,0.826388888889,Verb,8.34,,true
8-35,the threshing-floor,,Agriculture and vegetation,0.177966101695,0.8,0.754237288136,Noun,8.35,,true
8-41,the harvest,,Agriculture and vegetation,0.272491349481,0.800605536332,0.733996539792,Noun,8.41,,true
8-42,the grain,"(barley, oats, etc.)",Agriculture and vegetation,0.390977443609,0.884962406015,0.906015037594,Noun,8.42,,true
8-43,the wheat,,Agriculture and vegetation,0.522413793103,0.862068965517,0.910344827586,Noun,8.43,,true
8-44,the barley,,Agriculture and vegetation,0.548165137615,0.862385321101,0.95871559633,Noun,8.44,,true
8-45,the rye,,Agriculture and vegetation,0.33,0.762666666667,0.866666666667,Noun,8.45,,true
8-46,the oats,,Agriculture and vegetation,0.678571428571,0.773626373626,0.89010989011,Noun,8.46,,true
8-47,the maize/corn,,Agriculture and vegetation,0.39156626506,0.80843373494,0.915662650602,Noun,8.47,The bought corn-on-the-cob from the vendor in the park.,true
8-48,the rice,‘cooked rice as a meal’,Agriculture and vegetation,0.616666666667,0.818888888889,0.972222222222,Noun,8.48,They ate their rice with the stew.,true
8-51,the grass,,Agriculture and vegetation,0.173719376392,0.86013363029,0.973273942094,Noun,8.51,Green grass was growing in the forest clearing.,true
8-52,the hay,,Agriculture and vegetation,0.149253731343,0.772139303483,0.858208955224,Noun,8.52,,true
8-53,the plant,,Agriculture and vegetation,0.358090185676,0.841114058355,0.753315649867,Noun,8.53,,true
8-531,to plant,,Agriculture and vegetation,0.230198019802,0.869801980198,0.836633663366,Verb,8.531,,true
8-54,the root,,Agriculture and vegetation,0.0558823529412,0.864705882353,0.972549019608,Noun,8.54,,true
8-55,the branch,,Agriculture and vegetation,0.171532846715,0.877737226277,0.956204379562,Noun,8.55,,true
8-56,the leaf,,Agriculture and vegetation,0.103250478011,0.898470363289,0.977055449331,Noun,8.56,,true
8-57,the flower,,Agriculture and vegetation,0.251256281407,0.882412060302,0.959798994975,Noun,8.57,,true
8-6,the tree,,Agriculture and vegetation,0.252136752137,0.789743589744,0.951566951567,Noun,8.6,,true
8-61,the oak,,Agriculture and vegetation,0.290155440415,0.845595854922,0.917098445596,Noun,8.61,,true
8-62,the beech,,Agriculture and vegetation,0.138613861386,0.887128712871,0.881188118812,Noun,8.62,,true
8-63,the birch,,Agriculture and vegetation,0.187919463087,0.802684563758,0.919463087248,Noun,8.63,,true
8-64,the pine,,Agriculture and vegetation,0.414746543779,0.803686635945,0.880184331797,Noun,8.64,,true
8-65,the fir,,Agriculture and vegetation,0.315789473684,0.938345864662,0.954887218045,Noun,8.65,,true
8-66,the acorn,,Agriculture and vegetation,0.171428571429,0.897142857143,0.828571428571,Noun,8.66,,true
8-67,the vine,,Agriculture and vegetation,0.194087403599,0.82853470437,0.778277634961,Noun,8.67,,true
8-68,the tobacco,,Agriculture and vegetation,0.6640969163,0.797797356828,0.950440528634,Noun,8.68,,true
8-69,to smoke,‘to smoke a cigarette’,Agriculture and vegetation,0.19918699187,0.792682926829,0.725609756098,Verb,8.69,,true
8-691,the pipe,(for smoking),Agriculture and vegetation,0.601851851852,0.811111111111,0.932098765432,Noun,8.691,,true
8-72,the tree stump,,Agriculture and vegetation,0.11855104281,0.80834248079,0.824368825467,Noun,8.72,,true
8-73,the tree trunk,,Agriculture and vegetation,0.0976821192053,0.782119205298,0.810154525386,Noun,8.73,,true
8-74,the forked branch,,Agriculture and vegetation,0.136363636364,0.777272727273,0.757575757576,Noun,8.74,,true
8-75,the bark,,Agriculture and vegetation,0.160965794769,0.805633802817,0.87323943662,Noun,8.75,,true
8-76,the sap,,Agriculture and vegetation,0.198396793587,0.828056112224,0.831663326653,Noun,8.76,The farmers collected the sap from the maple trees to make syrup.,true
8-81,the palm tree,,Agriculture and vegetation,0.3,0.816,0.92,Noun,8.81,Dates grow on palm trees.,true
8-82,the coconut,"(fruit, not tree)",Agriculture and vegetation,0.492424242424,0.79696969697,0.840909090909,Noun,8.82,The boy picked a green coconut and drank its juice.,true
8-83,the citrus fruit,,Agriculture and vegetation,0.602272727273,0.756818181818,0.852272727273,Noun,8.83,,true
8-84,the banana,,Agriculture and vegetation,0.621794871795,0.741025641026,0.974358974359,Noun,8.84,The monkey peeled the banana and ate it.,true
8-85,the banyan,,Agriculture and vegetation,0.5,0.775862068966,0.913793103448,Noun,8.85,,true
8-91,the sweet potato,,Agriculture and vegetation,0.347074468085,0.79414893617,0.800531914894,Noun,8.91,,true
8-912,the yam,,Agriculture and vegetation,0.30223880597,0.84552238806,0.798507462687,Noun,8.912,,true
8-92,the cassava/manioc,"(the tuber, rather than its plant or products)",Agriculture and vegetation,0.426229508197,0.808196721311,0.918032786885,Noun,8.92,The farmer grew cassava/manioc to feed his family.,true
8-93,the gourd,,Agriculture and vegetation,0.263513513514,0.800540540541,0.939189189189,Noun,8.93,,true
8-931,the pumpkin or squash,,Agriculture and vegetation,0.401898734177,0.811392405063,0.920886075949,Noun,8.931,,true
8-94,the bamboo,,Agriculture and vegetation,0.358552631579,0.785526315789,0.960526315789,Noun,8.94,,true
8-941,the sugar cane,,Agriculture and vegetation,0.253846153846,0.875384615385,0.846153846154,Noun,8.941,,true
8-96,the fish poison,"(in Amazonia, a kind of root is apparently used as fish poison)",Agriculture and vegetation,0.205882352941,0.788235294118,0.838235294118,Noun,8.96,,true
8-97,the nettle,,Agriculture and vegetation,0.15,0.836666666667,0.883333333333,Noun,8.97,,true
8-98,the mushroom,,Agriculture and vegetation,0.266666666667,0.877777777778,0.877777777778,Noun,8.98,,true
9-11,to do,(pure action meaning),Basic actions and technology,0.0278323510151,0.897184020956,0.939423706614,Verb,9.11,"A has climbed on a tree. B says to A: ""What are you doing up there?""",true
9-12,the work,,Basic actions and technology,0.36197440585,0.849177330896,0.912248628885,Noun,9.12,I can't go out because I have too much work.,true
9-14,to bend,,Basic actions and technology,0.125,0.799038461538,0.846153846154,Verb,9.14,I'll bend the branches away so that you can get through.,true
9-15,to fold,,Basic actions and technology,0.0962264150943,0.798490566038,0.855660377358,Verb,9.15,She folded the piece of paper and put it in the envelope.,true
9-16,to tie,,Basic actions and technology,0.121037463977,0.874639769452,0.948126801153,Verb,9.16,He tied his dog to a tree.,true
9-161,to untie,,Basic actions and technology,0.0824524312896,0.827906976744,0.780126849894,Verb,9.161,He untied his dog from the tree.,true
9-18,the chain,,Basic actions and technology,0.561752988048,0.763346613546,0.922310756972,Noun,9.18,,true
9-19,the rope,,Basic actions and technology,0.151865008881,0.865541740675,0.993339253996,Noun,9.19,They tied up the prisoner with rope.,true
9-192,the knot,,Basic actions and technology,0.105555555556,0.793333333333,0.927777777778,Noun,9.192,Can you help me undo this knot?,true
9-21,to strike or hit or beat,,Basic actions and technology,0.0448979591837,0.813333333333,0.94693877551,Verb,9.21,,true
9-211,to pound,‘with fist’,Basic actions and technology,0.218623481781,0.837246963563,0.842105263158,Verb,9.211,He pounded the door with his fist.,true
9-22,to cut,,Basic actions and technology,0.0811584977721,0.791597708466,0.9132718014,Verb,9.22,The thieves cut the phone wires and entered the house.,true
9-221,to cut down,,Basic actions and technology,0.0668316831683,0.819801980198,0.799504950495,Verb,9.221,"Before building the road, we first have to cut down many trees.",true
9-222,to chop,,Basic actions and technology,0.0501485884101,0.817310549777,0.876485884101,Verb,9.222,chopping wood for the fire,true
9-223,to stab,,Basic actions and technology,0.0971337579618,0.781847133758,0.832802547771,Verb,9.223,Brutus stabbed Caesar to death.,true
9-23,the knife(2),'knife for preparing food',Basic actions and technology,0.383823529412,0.854705882353,0.938235294118,Noun,9.23,To chop the onions I need a knife.,true
9-24,the scissors or shears,,Basic actions and technology,0.478346456693,0.811811023622,0.88188976378,Noun,9.24,,true
9-25,the axe/ax,,Basic actions and technology,0.349397590361,0.830120481928,0.951807228916,Noun,9.25,,true
9-251,the adze,"'a sharp tool with the blade at a right angle to the handle, used to shape pieces of wood'",Basic actions and technology,0.34126984127,0.736507936508,0.865079365079,Noun,9.251,,true
9-26,to break,,Basic actions and technology,0.0656934306569,0.843795620438,0.818430656934,Verb,9.26,The thieves got into the house by breaking a window.,true
9-261,broken,"'out of order, not working'",Basic actions and technology,0.0912162162162,0.809797297297,0.711148648649,Adjective,9.261,"The radio is broken, it won't turn on.",true
9-27,to split,,Basic actions and technology,0.138089758343,0.845492903721,0.826428845416,Verb,9.27,"This log is too large, we have to split it into two.",true
9-28,to tear,'damage [paper/cloth] by pulling it too hard',Basic actions and technology,0.0646153846154,0.832615384615,0.875384615385,Verb,9.28,She tore a piece of her blouse to use as a bandange.,true
9-83,the statue,,Basic actions and technology,0.339622641509,0.811320754717,0.801886792453,Noun,9.83,The sculptor made a statue of a woman.,true
9-29,to skin,'strip or pull off the skin or hide of',Basic actions and technology,0.111524163569,0.788475836431,0.774163568773,Verb,9.29,The cook skinned the chicken before frying it.,true
9-31,to rub,,Basic actions and technology,0.167525773196,0.867010309278,0.894329896907,Verb,9.31,He rubbed the fragrant leaves between his fingers.,true
9-32,to stretch,'make [something elastic] bigger or looser by pulling it',Basic actions and technology,0.0852272727273,0.852272727273,0.761363636364,Verb,9.32,Don't stretch the rubber band too much.,true
9-33,to pull,'use one's hand to make something move towards one or in the direction that one is moving',Basic actions and technology,0.135859519409,0.852495378928,0.936229205176,Verb,9.33,Help me move the piano: you push and I'll pull.,true
9-34,to spread out,,Basic actions and technology,0.10447761194,0.831343283582,0.810945273632,Verb,9.34,They spread out the mat on the ground and sat on it.,true
9-341,to hang up,,Basic actions and technology,0.107859531773,0.817056856187,0.864548494983,Verb,9.341,Hang your coat up on the hook.,true
9-342,to press,'push something firmly against a surface',Basic actions and technology,0.200203252033,0.823983739837,0.861788617886,Verb,9.342,The little boys pressed their noses against the glass.,true
9-343,to squeeze,'press something tightly',Basic actions and technology,0.181734317343,0.835055350554,0.874538745387,Verb,9.343,She squeezed some oranges and drank the juice.,true
9-35,to pour,,Basic actions and technology,0.13064516129,0.864193548387,0.927419354839,Verb,9.35,He poured the wine into the glass.,true
9-36,to wash,(transitive),Basic actions and technology,0.0982142857143,0.842857142857,0.883928571429,Verb,9.36,She washed her son's feet.,true
9-37,to sweep,'clean the dust/dirt from the floor/ground using a broom',Basic actions and technology,0.132530120482,0.822891566265,0.873493975904,Verb,9.37,He swept the path in front of the house.,true
9-38,the broom,"'a large brush with a long handle, used for sweeping floors'",Basic actions and technology,0.177215189873,0.83164556962,0.76582278481,Noun,9.38,,true
9-422,the tool,"'an artifact (such as a hammer, a saw or a screwdriver) held in one's hand to help one in performing a particular job'",Basic actions and technology,0.3515625,0.823828125,0.759765625,Noun,9.422,,true
9-43,the carpenter,'someone whose job is making and repairing wooden objects',Basic actions and technology,0.506944444444,0.806944444444,0.763888888889,Noun,9.43,,true
9-44,to build,,Basic actions and technology,0.198921105866,0.842043155765,0.812879298719,Verb,9.44,build a house,true
9-46,to bore,'make a deep round hole in a hard surface',Basic actions and technology,0.146341463415,0.829268292683,0.832317073171,Verb,9.46,,true
9-461,to hollow out,'make a hole or empty space by removing the inside part of something',Basic actions and technology,0.0426829268293,0.748780487805,0.759146341463,Verb,9.461,,true
9-48,the saw,,Basic actions and technology,0.422619047619,0.802380952381,0.892857142857,Noun,9.48,One needs a saw to cut down a tree.,true
9-49,the hammer,,Basic actions and technology,0.45145631068,0.774757281553,0.927184466019,Noun,9.49,,true
9-5,the nail,'a thin pointed piece of metal which one forces into a piece of wood with a hammer to fasten the wood to something else',Basic actions and technology,0.408783783784,0.837837837838,0.932432432432,Noun,9.5,,true
9-56,the glue,'a sticky substance used for joining things together',Basic actions and technology,0.417431192661,0.799082568807,0.93119266055,Noun,9.56,,true
9-6,the blacksmith,,Basic actions and technology,0.29012345679,0.820987654321,0.70987654321,Noun,9.6,,true
9-61,to forge,'make something from a piece of metal by heating the metal and shaping it',Basic actions and technology,0.0927152317881,0.817880794702,0.73178807947,Verb,9.61,"From a piece of scrap iron, the blacksmith forged a sword blade.",true
9-62,the anvil,'a heavy iron block on which pieces of metal are shaped using a hammer',Basic actions and technology,0.280701754386,0.766666666667,0.798245614035,Noun,9.62,,true
9-63,to cast,'form metal objects by pouring the molten metal into molds',Basic actions and technology,0.316901408451,0.887323943662,0.778169014085,Verb,9.63,The goldsmith melted the coins and cast them into a goblet.,true
9-64,the gold,,Basic actions and technology,0.574742268041,0.849484536082,0.938144329897,Noun,9.64,The bracelet is made of gold.,true
9-65,the silver,,Basic actions and technology,0.508695652174,0.889565217391,0.902173913043,Noun,9.65,The necklace is made of silver.,true
9-66,the copper,,Basic actions and technology,0.586419753086,0.867901234568,0.925925925926,Noun,9.66,The coin is made of copper.,true
9-67,the iron,,Basic actions and technology,0.272727272727,0.797607655502,0.985645933014,Noun,9.67,,true
