ID,Target_Form_ID,Source_Form_ID,Comment,Source,relation,certain,Language_ID
6499,21594,,wǔqì,,immediate,true,89
6500,20743,,bumariny,,earlier,true,107
6501,20743,,boomerang,,immediate,true,13
6502,20668,,fēnliè,,immediate,true,89
6503,20465,,brosse,,earlier,true,125
6504,20465,,brush,,immediate,true,13
6505,21738,,brake,,immediate,true,13
6506,20718,,blik,,immediate,true,12
6507,20437,,bote,,earlier,true,125
6508,20437,,boot,,immediate,true,13
6509,21743,,bìngyuàn,,immediate,true,89
6510,20230,,bìngqì,,immediate,true,89
6511,20234,,bìngqì,,immediate,true,89
6512,21794,,chá,,immediate,true,89
6513,20865,,zhuólù,,immediate,true,89
6514,21728,,Unidentifiable,,immediate,true,189
6515,20314,,cháwăn,,immediate,true,89
6516,20319,,cháwăn,,immediate,true,89
6517,21006,,*tipit’,,immediate,true,284
6518,20382,,cāseus,,earlier,true,96
6519,20382,,cheese,,immediate,true,13
6520,21130,,Unidentifiable,,immediate,true,89
6521,20053,,chĭmáo,,immediate,true,89
6522,20925,,lìnjīn,,immediate,true,89
6523,20293,,zhìxí,,immediate,true,89
6524,20169,,vagina,,earlier,true,164
6525,20169,,zhì,,immediate,true,89
6526,20034,,dié,,immediate,true,89
6527,20153,,cháng,,immediate,true,89
6528,20737,,diāokè 雕刻,,immediate,true,89
6529,20739,,diāokèjiā,,immediate,true,89
6530,20742,,diāokèdāo,,immediate,true,89
6531,20253,,dú,,immediate,true,89
6532,20663,,Unidentifiable,,immediate,true,89
6533,20297,,tiáolĭ,,immediate,true,89
6534,20277,,tiáolĭ,,immediate,true,89
6535,20330,,Unidentifiable,,immediate,true,89
6536,20980,,dĭngdiăn,,immediate,true,89
6537,21336,,zhōngshí,,immediate,true,89
6538,20991,,zhōngyāng,,immediate,true,89
6539,21747,,zhùshè,,immediate,true,89
6540,21141,,zhōngzhĭ,,immediate,true,89
6541,20332,,Unidentifiable,,immediate,true,89
6542,20710,,zhùzào,,immediate,true,89
6543,20197,,dàbiàn,,immediate,true,89
6544,20776,,diving,,immediate,true,13
6545,21098,,dìyī,,immediate,true,89
6546,21751,,dàchén,,immediate,true,89
6547,20693,,dàgōng,,immediate,true,89
6548,21103,,dì’èr,,immediate,true,89
6549,21109,,dìsān,,immediate,true,89
6550,21750,,Unidentifiable,,immediate,true,89
6551,20567,,tuōké,,immediate,true,89
6552,20568,,Unidentifiable,,immediate,true,89
6553,20825,,*dakep,,immediate,true,284
6554,21295,,*dakep,,immediate,true,284
6555,21702,,duànshí,,immediate,true,89
6556,20166,,nángēn,,immediate,true,89
6557,19812,,dāna (pati),,earlier,true,266
6558,19812,,tánnà,,immediate,true,89
6559,20496,,nuănlú,,immediate,true,89
6560,19796,,nánxìng,,immediate,true,89
6561,19792,,nánxìng,,immediate,true,89
6562,19800,,nánzi,,immediate,true,89
6563,20673,,tuōpí,,immediate,true,89
6564,20220,,nìsĭ 溺死,,immediate,true,89
6565,20160,,túnbù 臀部,,immediate,true,89
6566,20158,,túnbù 臀部,,immediate,true,89
6567,21737,,diànchí,,immediate,true,89
6568,21736,,diànqì,,immediate,true,89
6569,21734,,electric train,,earlier,true,13
6570,21734,,diànchē,,immediate,true,89
6571,20511,,electric lamp,,earlier,true,13
6572,20511,,diàndēng,,immediate,true,89
6573,21726,,diànhuà,,immediate,true,89
6574,20714,,tóng,,immediate,true,89
6575,20485,,door,,immediate,true,13
6576,19917,,dòngwù,,immediate,true,89
6577,20691,,dàojù,,immediate,true,89
6578,21306,,tóngqíng,,immediate,true,89
6579,19708,,dòngkū,,immediate,true,89
6580,21367,,tānyù 貪慾,,immediate,true,89
6581,21523,,trommelslag,,earlier,true,138
6582,21523,,drum,,immediate,true,13
6583,21551,,núlì,,immediate,true,89
6584,20423,,dress,,immediate,true,13
6585,20423,,directus,,earlier,true,96
6586,20837,,dàolù,,immediate,true,89
6587,21193,,tŭyào,,immediate,true,89
6588,21816,,tóngyàng,,immediate,true,89
6589,21790,,Unidentifiable,,immediate,true,89
6590,21254,,ruìlì,,immediate,true,89
6591,20111,,yèxià,,immediate,true,89
6592,21030,,yuán,,immediate,true,89
6593,20580,,yànmài 燕麥,,immediate,true,89
6594,21739,,ingenium,,earlier,true,96
6595,21739,,engine,,immediate,true,13
6596,21574,,yuánzhù,,immediate,true,89
6597,20745,,jù,,immediate,true,89
6598,20498,,yāntú,,immediate,true,89
6599,21477,,yuănshuō,,immediate,true,89
6600,21003,,fathom,,immediate,true,13
6601,20406,,felt,,immediate,true,13
6602,20324,,furca,,earlier,true,96
6603,20324,,fork,,immediate,true,13
6604,21301,,bù’an,,immediate,true,89
6605,21516,,prit 筆,,earlier,true,89
6606,21516,,文 fun,,immediate,true,89
6607,21022,,hook,,immediate,true,13
6608,21281,,búxìng,,immediate,true,89
6609,20395,,fú,,immediate,true,89
6610,21559,,fúcóng,,immediate,true,89
6611,21414,,bù míngliăo,,immediate,true,89
6612,20848,,b’uən 盆,,immediate,true,89
6613,20849,,b’uən 盆,,immediate,true,89
6614,20309,,frypan,,immediate,true,13
6615,21676,,bùlún,,immediate,true,89
6616,20205,,風爐 fēnglú,,immediate,true,89
6617,20770,,*pəlik,,immediate,true,284
6618,21521,,*flabeolum,,earlier,true,196
6619,21521,,flute,,immediate,true,13
6620,20363,,fructus,,earlier,true,96
6621,20363,,fruit,,immediate,true,13
6622,20917,,fùzhài,,immediate,true,89
6623,21044,,*pada,,immediate,true,284
6624,21775,,pútuán 蒲團,,immediate,true,89
6625,20299,,fèiténg 沸騰,,immediate,true,89
6626,20264,,bùsuí 不隨,,immediate,true,89
6627,19949,,éniăo,,immediate,true,89
6628,21632,,guard man,,immediate,true,13
6629,20893,,hài,,immediate,true,89
6630,20895,,hài,,immediate,true,89
6631,21390,,găiniàn,,immediate,true,89
6632,20615,,"gajumaru, gazumaru, katsumaru",,immediate,true,310
6633,21408,,xuéxiào,,immediate,true,89
6634,20723,,glas,,immediate,true,12
6635,21741,,gasoline,,immediate,true,13
6636,21195,,yuè,,immediate,true,89
6637,21313,,jīnù,,immediate,true,89
6638,21423,,yuányīn,,immediate,true,89
6639,21481,,yányŭ,,immediate,true,89
6640,20229,,yuánqì,,immediate,true,89
6641,21656,,yuángào,,immediate,true,89
6642,21188,,yuèyào,,immediate,true,89
6643,19888,,yìmŭ,,immediate,true,89
6644,19886,,yìfù,,immediate,true,89
6645,19879,,yìfùmŭ,,immediate,true,89
6646,19884,,yìxiōngd,,immediate,true,89
6647,21426,,yíwèn,,immediate,true,89
6648,20713,,yín,,immediate,true,89
6649,21767,,bank; Bank; banco,,earlier,true,164
6650,21767,,yínháng,,immediate,true,89
6651,21681,,wèizhèng,,immediate,true,89
6652,21052,,wŭ,,immediate,true,89
6653,21483,,yǔ,,immediate,true,89
6654,21172,,wǔhòu,,immediate,true,89
6655,20582,,fàn,,immediate,true,89
6656,20327,,fàn,,immediate,true,89
6657,21678,,qiángjiān,,immediate,true,89
6658,21705,,sukhāvatī,,earlier,true,251
6659,21705,,jiélè,,immediate,true,89
6660,21169,,wuqiánzhong,,immediate,true,89
6661,21593,,jūnrén,,immediate,true,89
6662,21082,,qúnji,,immediate,true,89
6663,21591,,jūnduì,,immediate,true,89
6664,21709,,ǒuxiàng,,immediate,true,89
6665,21636,,yúfū,,immediate,true,89
6666,21640,,yúwăng,,immediate,true,89
6667,20380,,niúrŭ,,immediate,true,89
6668,20313,,pātra,,earlier,true,251
6669,20313,,fēngduōluó　鉢多羅,,immediate,true,89
6670,21059,,bā,,immediate,true,89
6671,19778,,hui,,immediate,true,89
6672,21618,,bàiběi,,immediate,true,89
6673,20147,,fèizàng,,immediate,true,89
6674,20225,,mâg 墓,,immediate,true,89
6675,20890,,pòhuài,,immediate,true,89
6676,20179,,fāhàn 發汗,,immediate,true,89
6677,20899,,fāxiàn,,immediate,true,89
6678,20390,,fāxiàoĭnliào 發酵飲料,,immediate,true,89
6679,20793,,bǒxíng,,immediate,true,89
6680,20591,,"*buŋa, *baŋa",,immediate,true,284
6681,21092,,bànfēn,,immediate,true,89
6682,20461,,handkerchief,,immediate,true,13
6683,21651,,pànjué,,immediate,true,89
6684,21654,,pànjué,,immediate,true,89
6685,20702,,hammer,,immediate,true,13
6686,20536,,hamaka,,earlier,true,337
6687,20536,,hammock,,immediate,true,13
6688,20779,,fánzŏu,,immediate,true,89
6689,21756,,fànzuì,,immediate,true,89
6690,21506,,fābiăo,,immediate,true,89
6691,20144,,*palag’,,immediate,true,284
6692,20840,,*pat’iγ,,immediate,true,284
6693,20499,,tīzi,,immediate,true,89
6694,20544,,Unidentifiable,,immediate,true,89
6695,19699,,píngdì,,immediate,true,89
6696,21595,,píngqì,,immediate,true,89
6697,21592,,bīngduì,,immediate,true,89
6698,21590,,pínghé,,immediate,true,89
6699,21039,,biànhuà,,immediate,true,89
6700,21611,,helme?,,earlier,true,99
6701,21611,,helmet,,immediate,true,13
6702,20045,,pífū,,immediate,true,89
6703,20409,,pígé,,immediate,true,89
6704,21735,,Flugzeug,,earlier,true,135
6705,21735,,Unidentifiable,,immediate,true,89
6706,21657,,bèigào,,immediate,true,89
6707,21416,,mìmì,,immediate,true,89
6708,21359,,fēinàn,,immediate,true,89
6709,21151,,pínfán,,immediate,true,89
6710,21439,,fāngfă,,immediate,true,89
6711,21299,,bēitàn,,immediate,true,89
6712,21493,,fŏudìng,,immediate,true,89
6713,21430,,bìyào,,immediate,true,89
6714,20151,,pízàng,,immediate,true,89
6715,20659,,páodīng,,immediate,true,89
6716,20193,,fàngpì 放屁,,immediate,true,89
6717,21680,,fànghuŏ,,immediate,true,89
6718,20006,,fēngwō,,immediate,true,89
6719,21518,,běn,,immediate,true,89
6720,21338,,Unidentifiable,,immediate,true,89
6721,19709,,dòngkū,,immediate,true,89
6722,21649,,fălǜ,,immediate,true,89
6723,21524,,Horn,,immediate,true,135
6724,21628,,Unidentifiable,,immediate,true,89
6725,20450,,băoshí,,immediate,true,89
6726,20878,,băoyŏu,,immediate,true,89
6727,20886,,băocún,,immediate,true,89
6728,21068,,băi,,immediate,true,89
6729,20539,,băixìng,,immediate,true,89
6730,20624,,piáodān,,immediate,true,89
6731,20152,,wèi,,immediate,true,89
6732,21043,,yi,,immediate,true,89
6733,21089,,yíbù,,immediate,true,89
6734,20365,,anjir,,earlier,true,269
6735,20365,,yīngrìguŏ 映日果,,immediate,true,89
6736,21164,,yírì,,immediate,true,89
6737,21538,,yìzú,,immediate,true,89
6738,20477,,ĭəp 邑,,immediate,true,89
6739,21568,,yìrén,,immediate,true,89
6740,21580,,yīnmóu,,immediate,true,89
6741,21722,,initiatio,,earlier,true,96
6742,21722,,initiation,,immediate,true,13
6743,20052,,yīnmáo,,immediate,true,89
6744,20171,,yīnmén,,immediate,true,89
6745,21084,,yìbēi,,immediate,true,89
6746,20251,,yīzhě,,immediate,true,89
6747,21182,,yìzuórì,,immediate,true,89
6748,20505,,yĭzi,,immediate,true,89
6749,21420,,yìtú,,immediate,true,89
6750,21105,,yíduì,,immediate,true,89
6751,20457,,earring,,immediate,true,13
6752,20029,,jaguara,,earlier,true,148
6753,20029,,jaguar,,immediate,true,13
6754,21687,,sìyuàn,,immediate,true,89
6755,20084,,ĕrduō 耳朶,,immediate,true,89
6756,20086,,ĕrduō 耳朶,,immediate,true,89
6757,21731,,Unidentifiable,,immediate,true,89
6758,21706,,"naraka, niraya",,earlier,true,251
6759,21706,,dìyù,,immediate,true,89
6760,21114,,shíjiān,,immediate,true,89
6761,21183,,shíjiān,,immediate,true,89
6762,20845,,zhóu,,immediate,true,89
6763,21512,,zìmàn,,immediate,true,89
6764,20214,,rénshēng,,immediate,true,89
6765,20150,,shènzàng,,immediate,true,89
6766,19744,,dìzhèn,,immediate,true,89
6767,21727,,Unidentifiable,,immediate,true,89
6768,21554,,zìyóumín,,immediate,true,89
6769,20489,,dìng,,immediate,true,89
6770,21545,,nǚwáng,,immediate,true,89
6771,20833,,chéngmă,,immediate,true,89
6772,20864,,shànglù,,immediate,true,89
6773,19794,,nǚxìng,,immediate,true,89
6774,19798,,nǚxìng,,immediate,true,89
6775,19805,,nǚzi,,immediate,true,89
6776,21746,,Unidentifiable,,immediate,true,89
6777,21746,,troches,,earlier,true,13
6778,21607,,chòng,,immediate,true,89
6779,21063,,shí,,immediate,true,89
6780,21078,,chóngfēn,,immediate,true,89
6781,20610,,shùyè,,immediate,true,89
6782,21066,,shíwǔ,,immediate,true,89
6783,20609,,shùpí,,immediate,true,89
6784,21064,,shíyī,,immediate,true,89
6785,21025,,shízì,,immediate,true,89
6786,20280,,shú,,immediate,true,89
6787,21142,,zhŭnbèi,,immediate,true,89
6788,21065,,shí’èr,,immediate,true,89
6789,21759,,zhùsuǒ,,immediate,true,89
6790,20729,,róngtăn,,immediate,true,89
6791,19706,,hăiàn,,immediate,true,89
6792,20625,,Cambodia,,immediate,true,274
6793,19920,,jiāchù,,immediate,true,89
6794,19894,,guăfù,,immediate,true,89
6795,19707,,héàn,,immediate,true,89
6796,20483,,huìtáng,,immediate,true,89
6797,21555,,emancipation,,earlier,true,164
6798,21555,,jiěfàng,,immediate,true,89
6799,21134,,kāishĭ,,immediate,true,89
6800,19715,,hăiyáng,,immediate,true,89
6801,20935,,jiàgé,,immediate,true,89
6802,19945,,jiāqín,,immediate,true,89
6803,20242,,"*kaku, kuku",,immediate,true,284
6804,21513,,"*kaku, kuku",,immediate,true,284
6805,20339,,"*kaku, kuku",,immediate,true,284
6806,20565,,lĭäm < klĭäm 鎌,,immediate,true,89
6807,20031,,khamailéōn,,earlier,true,147
6808,20031,,chameleon,,immediate,true,13
6809,21685,,"God, Gott, Dieu, Deos",,earlier,true,164
6810,21776,,can,,immediate,true,13
6811,19817,,jiānèi,,immediate,true,89
6812,21345,,kānbiàn,,immediate,true,89
6813,19727,,Unidentifiable,,immediate,true,89
6814,20903,,kang 鋼 or kan? 金,,immediate,true,89
6815,20027,,gaŋurru,,earlier,true,150
6816,20027,,kangaroo,,immediate,true,13
6817,21744,,Unidentifiable,,immediate,true,89
6818,21745,,Unidentifiable,,immediate,true,89
6819,21244,,găn,,immediate,true,89
6820,20920,,kāndìng,,immediate,true,89
6821,20613,,gānjú 柑橘,,immediate,true,89
6822,21431,,jiăndān,,immediate,true,89
6823,20140,,canaoua,,earlier,true,79
6824,20140,,canoe,,immediate,true,13
6825,20149,,gānzàng,,immediate,true,89
6826,20730,,carpita,,earlier,true,169
6827,20730,,carpet,,immediate,true,13
6828,20318,,cupa,,earlier,true,96
6829,20318,,cup,,immediate,true,13
6830,21086,,*kaļha,,immediate,true,284
6831,21789,,calendarium,,earlier,true,96
6832,21789,,calendar,,immediate,true,13
6833,21781,,guǒzi,,immediate,true,89
6834,21720,,gēlĭ 割禮,,immediate,true,89
6835,20674,,påk 剝,,immediate,true,89
6836,21189,,huŏyào,,immediate,true,89
6837,19898,,jiāzú,,immediate,true,89
6838,21673,,Unidentifiable,,immediate,true,89
6839,21752,,jĭngchá,,immediate,true,89
6840,19845,,xiōngzĭ 兄姊,,immediate,true,89
6841,19834,,xiōngdì,,immediate,true,89
6842,20056,,xuèguăn,,immediate,true,89
6843,19819,,jiéhūn,,immediate,true,89
6844,19820,,Unidentifiable,,immediate,true,89
6845,19775,,kem 熏,,immediate,true,89
6846,20161,,jiàn,,immediate,true,89
6847,21606,,jiàn,,immediate,true,89
6848,20696,,jiànzhú,,immediate,true,89
6849,21578,,xuānhuá,,immediate,true,89
6850,20228,,jiànkāng,,immediate,true,89
6851,20108,,jiānjiăgǔ 肩胛骨,,immediate,true,89
6852,21393,,xiánmíng,,immediate,true,89
6853,21553,,jiālĭ,,immediate,true,89
6854,21773,,huàzhàngshì,,immediate,true,89
6855,21557,,mìnglìng,,immediate,true,89
6856,21158,,jié,,immediate,true,89
6857,21421,,qì,,immediate,true,89
6858,21335,,xīwàng,,immediate,true,89
6859,21278,,jí,,immediate,true,89
6860,21740,,jīxiè,,immediate,true,89
6861,21328,,wēixiăn,,immediate,true,89
6862,20287,,jījĭn,,immediate,true,89
6863,19902,,qun,,immediate,true,89
6864,20711,,jīn,,immediate,true,89
6865,21192,,jīnyào,,immediate,true,89
6866,21500,,jìn,,immediate,true,89
6867,21501,,jìnzhĭ,,immediate,true,89
6868,20404,,kĭwän 絹,,immediate,true,89
6869,21410,,jìyì,,immediate,true,89
6870,21266,,qĭlì,,immediate,true,89
6871,21362,,qĭlì,,immediate,true,89
6872,21203,,jìjié,,immediate,true,89
6873,21733,,qìchē,,immediate,true,89
6874,21293,,kiss,,immediate,true,13
6875,20605,,chīyān 吃煙,,immediate,true,89
6876,21546,,guìzú,,immediate,true,89
6877,20694,,t’ĭuk 築,,immediate,true,89
6878,21090,,gè,,immediate,true,89
6879,21277,,xìngyùn,,immediate,true,89
6880,21625,,xiángfú,,immediate,true,89
6881,20165,,gāowán,,immediate,true,89
6882,21620,,gōngjí,,immediate,true,89
6883,20692,,gōngjù,,immediate,true,89
6884,21795,,ķahwa,,earlier,true,53
6885,21795,,koffie,,immediate,true,12
6886,20905,,cuneus,,earlier,true,96
6887,20905,,coin,,immediate,true,13
6888,19891,,gūér,,immediate,true,89
6889,20910,,qĭshí,,immediate,true,89
6890,20232,,jiăzhuàngxiànzhŏng,,immediate,true,89
6891,20904,,yìnghuò,,immediate,true,89
6892,21303,,hòuhuĭ,,immediate,true,89
6893,20930,,jiāohuàn,,immediate,true,89
6894,20780,,hángxíng,,immediate,true,89
6895,20612,,coconut,,immediate,true,13
6896,21548,,guómín,,immediate,true,89
6897,21536,,guómín,,immediate,true,89
6898,20571,,gǔwù,,immediate,true,89
6899,21664,,gàosù,,immediate,true,89
6900,20173,,hūxī,,immediate,true,89
6901,21320,,gāomàn,,immediate,true,89
6902,21596,,gùnbàng,,immediate,true,89
6903,19991,,kūnchóng 昆蟲,,immediate,true,89
6904,21435,,kùnnán,,immediate,true,89
6905,21626,,Unidentifiable,,immediate,true,89
6906,21755,,hùjíchāobĕn,,immediate,true,89
6907,20375,,hújiāo,,immediate,true,89
6908,20425,,cote?,,earlier,true,99
6909,20425,,coat,,immediate,true,13
6910,21480,,yúhuà (kot pa) 語話,,immediate,true,89
6911,21482,,yúhuà (kot pa) 語話,,immediate,true,89
6912,20018,,coyotl,,earlier,true,230
6913,20018,,coyote,,immediate,true,13
6914,20812,,hòuxù 後續,,immediate,true,89
6915,20286,,kōngfù,,immediate,true,89
6916,19761,,lugt,,earlier,true,12
6917,19761,,kòngqì,,immediate,true,89
6918,19984,,γĭung < g’ĭung < g’ĭum 熊,,immediate,true,89
6919,21529,,g’ĭuən 郡,,immediate,true,89
6920,21233,,*kəlam,,immediate,true,284
6921,21235,,*kəlam,,immediate,true,284
6922,21297,,kŭtòng,,immediate,true,89
6923,21365,,kè,,immediate,true,89
6924,21782,,ķand,,earlier,true,53
6925,21782,,candy,,immediate,true,13
6926,20535,,campus,,earlier,true,96
6927,20535,,camp,,immediate,true,13
6928,20623,,casavi,,earlier,true,337
6929,20393,,casavi,,earlier,true,337
6930,20623,,cassava,,immediate,true,13
6931,20393,,cassava,,immediate,true,13
6932,21282,,xiōng,,immediate,true,89
6933,19843,,xiōngdì,,immediate,true,89
6934,19844,,xiōngdìzĭmèi 兄弟姊妹,,immediate,true,89
6935,21327,,kǒngbù,,immediate,true,89
6936,21509,,xiépò,,immediate,true,89
6937,21499,,Unidentifiable,,immediate,true,89
6938,21561,,xŭkĕ,,immediate,true,89
6939,21556,,mìng,,immediate,true,89
6940,21689,,jiàohuì,,immediate,true,89
6941,19768,,jíguāng,,immediate,true,89
6942,21793,,qŭ,,immediate,true,89
6943,19926,,qùshìniú,,immediate,true,89
6944,21407,,jiàoshī,,immediate,true,89
6945,21032,,qiú,,immediate,true,89
6946,21061,,jiŭ,,immediate,true,89
6947,20888,,jiùzhù,,immediate,true,89
6948,20924,,Unidentifiable,,immediate,true,89
6949,20101,,dens molaris,,earlier,true,96
6950,20101,,jiùchĭ,,immediate,true,89
6951,20257,,xiūyăng 休養,,immediate,true,89
6952,21413,,míngqué,,immediate,true,89
6953,21710,,māra,,earlier,true,251
6954,21710,,mófă,,immediate,true,89
6955,21713,,mònü,,immediate,true,89
6956,19885,,*mama,,immediate,true,284
6957,19887,,*mama,,immediate,true,284
6958,19889,,*mama,,immediate,true,284
6959,19890,,*mama,,immediate,true,284
6960,19729,,măncháo,,immediate,true,89
6961,20421,,manteau,,immediate,true,123
6962,20860,,mast,,immediate,true,13
6963,19784,,myxa,,earlier,true,96
6964,19784,,match,,immediate,true,13
6965,20727,,mat,,immediate,true,13
6966,21774,,maţraħ,,earlier,true,53
6967,21774,,mattress,,immediate,true,13
6968,21748,,yănjìng 眼鏡,,earlier,true,360
6969,21753,,miănxŭ,,immediate,true,89
6970,19892,,Unidentifiable,,immediate,true,89
6971,20385,,mead,,immediate,true,13
6972,20281,,wèi shú,,immediate,true,89
6973,20083,,*pipi,,immediate,true,284
6974,20379,,milk,,immediate,true,13
6975,21357,,miss,,immediate,true,13
6976,20377,,madhu,,earlier,true,251
6977,20377,,mì,,immediate,true,89
6978,20004,,mìlà,,immediate,true,89
6979,20504,,máobù,,immediate,true,89
6980,21385,,mófăng,,immediate,true,89
6981,21659,,mùjízhĕ,,immediate,true,89
6982,19788,,mùtàn,,immediate,true,89
6983,21191,,mùyào,,immediate,true,89
6984,19741,,mùcái,,immediate,true,89
6985,20403,,mùmián,,immediate,true,89
6986,20270,,mángmù,,immediate,true,89
6987,20620,,zhūyuè,,immediate,true,89
6988,20530,,mortarium,,earlier,true,96
6989,20530,,mortar,,immediate,true,13
6990,21690,,masjid,,earlier,true,53
6991,21690,,mosque,,immediate,true,13
6992,20572,,mwók 麥,,immediate,true,89
6993,20574,,mwók 麥,,immediate,true,89
6994,20578,,mwók 麥,,immediate,true,89
6995,20576,,mwók 麥,,immediate,true,89
6996,21533,,mul,,immediate,true,189
6997,21724,,wúxiàn,,immediate,true,89
6998,21669,,wúzuì,,immediate,true,89
6999,20306,,nambi,,immediate,true,189
7000,20308,,nambi,,immediate,true,189
7001,19703,,nèidì,,immediate,true,89
7002,20323,,knifr,,earlier,true,257
7003,20660,,knifr,,earlier,true,257
7004,20323,,knife,,immediate,true,13
7005,20660,,knife,,immediate,true,13
7006,20154,,nèizàng,,immediate,true,89
7007,21308,,*takut,,immediate,true,284
7008,20185,,*nam-nam,,immediate,true,284
7009,21754,,number plate,,immediate,true,13
7010,20491,,Unidentifiable,,immediate,true,89
7011,20470,,ruăngāo,,immediate,true,89
7012,21201,,ńĭat 熱,,immediate,true,89
7013,20368,,nut,,immediate,true,13
7014,20934,,duàn,,immediate,true,89
7015,20453,,necklace,,immediate,true,13
7016,21197,,nián,,immediate,true,89
7017,20721,,niántǔ 黏土,,immediate,true,89
7018,21198,,nían-jiān,,immediate,true,89
7019,21116,,niánlíng 年齡,,immediate,true,89
7020,20231,,rè,,immediate,true,89
7021,20731,,netbag,,immediate,true,13
7022,21045,,èr,,immediate,true,89
7023,21187,,rìyào,,immediate,true,89
7024,21108,,èrdù,,immediate,true,89
7025,21067,,èrshí,,immediate,true,89
7026,21107,,èrhuí,,immediate,true,89
7027,20047,,ròu,,immediate,true,89
7028,20354,,ròu,,immediate,true,89
7029,19790,,rénjiān,,immediate,true,89
7030,20209,,rènshèn,,immediate,true,89
7031,21037,,*tulad,,immediate,true,284
7032,21162,,rìzhong,,immediate,true,89
7033,20070,,năo,,immediate,true,89
7034,20106,,*ŋut’u,,immediate,true,284
7035,19700,,"*ta-nah, ta-nəh",,immediate,true,284
7036,20538,,nóngmín,,immediate,true,89
7037,20284,,*i-num,,immediate,true,284
7038,20291,,*i-num,,immediate,true,284
7039,20246,,Unidentifiable,,immediate,true,89
7040,20195,,niào,,immediate,true,89
7041,19818,,nǚfáng,,immediate,true,89
7042,20351,,rǔbàng,,immediate,true,89
7043,20204,,Unidentifiable,,immediate,true,89
7044,21544,,wáng,,immediate,true,89
7045,20304,,oven,,immediate,true,13
7046,20712,,huángjīn,,immediate,true,89
7047,20371,,oil,,immediate,true,13
7048,19825,,*kaka,,immediate,true,284
7049,20593,,oak,,immediate,true,13
7050,19816,,yào,,immediate,true,89
7051,19959,,yīngwǔ,,immediate,true,89
7052,21791,,yīnyuè,,immediate,true,89
7053,21708,,yĭn 隱,,immediate,true,89
7054,19969,,āpassūm,,earlier,true,48
7055,19969,,opossum,,immediate,true,13
7056,20369,,elaion,,earlier,true,147
7057,20369,,olive,,immediate,true,13
7058,19769,,aurora,,earlier,true,96
7059,19769,,aurora,,immediate,true,13
7060,20854,,oar,,immediate,true,13
7061,20182,,oŭtù 嘔吐,,immediate,true,89
7062,21729,,auto bike,,immediate,true,13
7063,20856,,padula,,earlier,true,195
7064,20856,,paddle,,immediate,true,13
7065,20606,,pipe,,immediate,true,13
7066,20606,,pipare,,earlier,true,96
7067,20341,,pão,,immediate,true,274
7068,21517,,penna,,earlier,true,96
7069,21517,,pen,,immediate,true,13
7070,20167,,pēnis,,earlier,true,96
7071,20167,,penis,,immediate,true,13
7072,20744,,pek,,immediate,true,12
7073,20447,,pinna,,earlier,true,96
7074,20447,,pin,,immediate,true,13
7075,20444,,pocket,,immediate,true,13
7076,20422,,poncho,,immediate,true,115
7077,21321,,pride,,immediate,true,13
7078,21783,,plastikos,,earlier,true,147
7079,21783,,plastic,,immediate,true,13
7080,19944,,luómă,,immediate,true,89
7081,19983,,leōn,,earlier,true,147
7082,19983,,lion,,immediate,true,13
7083,20583,,oryza?,,earlier,true,165
7084,20583,,rice,,immediate,true,13
7085,21723,,radius,,earlier,true,96
7086,21723,,radio,,immediate,true,13
7087,19989,,luòtuó,,immediate,true,89
7088,19754,,luòléi,,immediate,true,89
7089,20510,,lampas,,earlier,true,147
7090,20510,,lamp,,immediate,true,12
7091,21527,,roeper,,earlier,true,12
7092,21527,,lăbā,,immediate,true,89
7093,21527,,rava,,earlier,true,251
7094,21041,,líng,,immediate,true,89
7095,21272,,línghún,,immediate,true,89
7096,21679,,rapere,,earlier,true,96
7097,21679,,rape,,immediate,true,13
7098,20529,,Unidentifiable,,immediate,true,89
7099,20305,,"range, renge",,earlier,true,125
7100,20305,,range,,immediate,true,13
7101,21380,,lĭjiĕ,,immediate,true,89
7102,21371,,lìkǒu,,immediate,true,89
7103,19821,,Scheidung,,earlier,true,135
7104,19821,,líhūn,,immediate,true,89
7105,19691,,lù,,immediate,true,89
7106,19690,,lùdì,,immediate,true,89
7107,20402,,linière,,immediate,true,123
7108,20022,,lìshŭ,,immediate,true,89
7109,20853,,lŭ 櫓,,immediate,true,89
7110,19943,,lǘmă,,immediate,true,89
7111,19857,,lăopó,,immediate,true,89
7112,19859,,lăofù,,immediate,true,89
7113,20839,,Unidentifiable,,immediate,true,89
7114,21350,,zhèngquè,,immediate,true,89
7115,19852,,lăorén,,immediate,true,89
7116,20059,,lègŭ,,immediate,true,89
7117,20488,,lock,,immediate,true,13
7118,21054,,liù,,immediate,true,89
7119,20647,,rope,,immediate,true,13
7120,20512,,làzhú,,immediate,true,89
7121,20294,,liàolĭ,,immediate,true,89
7122,21637,,yúshī,,immediate,true,89
7123,19827,,èrqīn?,,immediate,true,89
7124,19739,,zabana,,earlier,true,337
7125,19739,,savannah,,immediate,true,13
7126,21653,,cáipàn,,immediate,true,89
7127,21655,,Unidentifiable,,immediate,true,89
7128,21650,,Unidentifiable,,immediate,true,89
7129,21691,,maṇḍala,,earlier,true,251
7130,21691,,jìtán,,immediate,true,89
7131,21101,,zuìhòu,,immediate,true,89
7132,19828,,Unidentifiable,,immediate,true,89
7133,20322,,cháshì 茶匙,,immediate,true,89
7134,20109,,suŏgǔ,,immediate,true,89
7135,20546,,zhà 柵,,immediate,true,89
